iau_id1,eng_name,orig_name,foundedyr,yrclosed,private01,divisions,phd_granting,specialized,countrycode,latitude,longitude
IAU-012018-1,Momoyama Gakuin University,St. Andrew's University,1959,,1,5,1,0,JPN,34.4510177,135.455979
IAU-012039-1,Institute Of Technologists,Monotsukuri Daigaku,2001,,1,2,0,1,JPN,36.1149204,139.4573903
IAU-012069-1,Morioka University,Morioka Daigaku,1981,,1,6,0,0,JPN,39.8154009,141.1369737
IAU-012217-1,Mukogawa Women'S University,Mukogawa Joshi Daigaku (MWU),1949,,1,22,1,0,JPN,34.717235,135.3744694
IAU-012233-1,Muroran Institute Of Technology,Muroran Kogyo Daigaku (MuroranIT),1949,,0,20,1,0,JPN,42.3789317,141.034868
IAU-012236-1,Musashi University,Musashi Daigaku,1921,,1,8,1,0,JPN,35.7367788,139.6671777
IAU-012237-2,Musashino Art University,Musashino Bijutsu Daigaku (MAU),1929,,1,2,1,0,JPN,35.7259705,139.4475983
IAU-012238-1,Musashino University,Musashino Daigaku,1950,,1,16,1,0,JPN,35.7176315,139.5477911
IAU-012239-1,Musashino Gakuin University,Musashino Gakuin Daigaku,2004,,1,2,1,0,JPN,35.8671845,139.3864793
IAU-012240-1,Musashino Academia Musicae,Musashino Academy of Music,1929,,1,1,1,0,JPN,35.7412487,139.6721031
IAU-012288-1,Nagahama Institute Of Bio-Science And Technology,Nagahama Baio Daigaku,2003,,1,4,1,0,JPN,35.3570706,136.2802553
IAU-012290-1,Nagano University,Nagano Daigaku,1966,,0,3,0,0,JPN,36.3658877,138.2331587
IAU-012291-1,Nagano College Of Nursing,Naganoken Kango Daigaku (NCN),1995,,0,2,1,0,JPN,35.745965,137.933634
IAU-012292-1,Nagaoka University Of Technology,Nagaoka Gijutsu Kagaku Daigaku,1976,,0,3,1,0,JPN,37.4240744,138.7779765
IAU-012293-1,Nagaoka Institute Of Design,Nagaoka Zokei Daigaku,1994,,0,5,1,0,JPN,37.4671389,138.8308722
IAU-012294-1,Nagasaki University,Nagasaki Daigaku,1949,,0,30,1,0,JPN,32.786195,129.8651815
IAU-012295-1,Nagasaki University Of Foreign Studies,Nagasaki Gaikokugo Daigaku,2000,,1,3,0,0,JPN,32.8141522,129.8412534
IAU-012296-1,Nagasaki Junshin Catholic University,Nagasaki Junshin Daigaku (NJCU),1994,,1,2,1,0,JPN,32.7987847,129.9108548
IAU-012297-1,University Of Nagasaki,Nagasaki Kenritsu Daigaku,1967,,0,9,0,0,JPN,33.148474,129.750882
IAU-012298-1,Nagasaki International University,Nagasaki Kokusai Daigaku,2000,,1,4,1,0,JPN,33.10246,129.790763
IAU-012299-1,Nagasaki Institute Of Applied Sciences,Nagasaki Sogo Kagaku Daigaku,1942,,1,7,1,0,JPN,32.7537431,129.9418675
IAU-012300-1,Nagasaki Wesleyan University,Nagasaki Uesureyan Daigaku,2002,,1,2,0,0,JPN,32.8602949,130.029946
IAU-012301-1,Nagoya Bunri University,Nagoya Bunri Daigaku,1999,,1,3,0,0,JPN,35.248324,136.791412
IAU-012302-1,Nagoya University,Nagoya Daigaku,1871,,0,47,1,0,JPN,35.1538553,136.9682402
IAU-012303-1,Nagoya University Of Foreign Studies,Nagoya Gaikokugo Daigaku (NUFS),1988,,1,6,1,0,JPN,35.1586428,137.0421818
IAU-012304-1,Nagoya University Of Arts And Sciences,Nagoya Gakugei Daigaku (NUAS),2002,,1,8,1,0,JPN,35.157268,137.04218
IAU-012305-1,Nagoya Gakuin University,Nagoya Gakuin Daigaku,1887,,1,9,1,0,JPN,35.1283752,136.8989352
IAU-012307-1,Nagoya Women'S University,Nagoya Joshi Daigaku (NWU),1950,,1,5,1,0,JPN,35.131822,136.9380505
IAU-012308-1,Nagoya University Of Economics,Nagoya Keizai Daigaku,1999,,1,7,1,0,JPN,35.319686,136.953699
IAU-012309-1,Nagoya Institute Of Technology,Nagoya Kogyo Daigaku,1905,,0,8,1,0,JPN,35.157054,136.9251139
IAU-012310-1,Nagoya College Of Music,Nagoya Ongaku Daigaku,1976,,1,2,0,1,JPN,35.1633291,136.8430657
IAU-012311-1,Nagoya Sangyo University,Nagoya Sangyo Daigaku,2000,,1,3,1,0,JPN,35.2196032,137.0309362
IAU-012312-1,Nagoya City University,Nagoya Shiritsu Daigaku,1950,,0,21,1,0,JPN,35.1393885,136.9352179
IAU-012313-1,Nagoya University Of Commerce And Business,Nagoya Shoka Daigaku (NUCB),1935,,1,8,0,0,JPN,35.15347,137.0936181
IAU-012314-1,Nagoya Zokei University Of Art And Design,Nagoya Zokei Daigaku,1989,,1,2,0,1,JPN,35.2971373,137.0027599
IAU-012317-1,Nakamura Gakuen University,Nakamura Gakuen Daigaku (NGU),1953,,1,6,1,0,JPN,33.5724545,130.3667295
IAU-012366-1,Nanzan University,Nanzan Daigaku,1932,,1,31,1,0,JPN,35.1486932,136.9628409
IAU-012367-1,Nara University.,Nara Daigaku,1969,,1,5,0,0,JPN,34.7142856,135.7845075
IAU-012368-1,Nara Women'S University,Nara Joshi Daigaku (NWU),1908,,0,4,1,0,JPN,34.6878987,135.8294218
IAU-012369-1,Nara Prefectural University.,Nara Kenritsu Daigaku,1990,,0,1,0,0,JPN,34.6875401,135.8209551
IAU-012370-1,Nara Medical University,Nara Kenritsu Ika Daigaku,1945,,0,5,1,0,JPN,34.5033729,135.793002
IAU-012371-1,Nara University Of Education,Nara Kyoiku Daigaku,1949,,0,9,0,0,JPN,34.6742677,135.8423464
IAU-012372-1,Narragakuen University,Nara Gakuen Daigaku (NSU),1984,,1,2,0,0,JPN,34.595098,135.679049
IAU-012373-1,Nara Institute Of Science And Technology,Nara Sentan Kagakugijyutsu Daigakuin Daigaku (NAIST),1991,,0,7,1,0,JPN,34.7326198,135.7340145
IAU-012381-1,Naruto University Of Education,Naruto Kyoiku Daigaku,1981,,0,10,0,0,JPN,34.2025766,134.6059415
IAU-012577-1,Nayoro City University,Nayoro Shiritsu Daigaku,1960,,0,4,0,0,JPN,44.3641985,142.4589766
IAU-012678-1,Nihon Bunka University,Nihon Bunka Daigaku,1978,,1,3,0,0,JPN,35.634608,139.341452
IAU-012679-1,Nihon University,Nihon Daigaku (NU),1889,,1,36,1,0,JPN,35.691014,139.737574
IAU-012680-2,Nihon Fukushi University,Nihon Fukushi Daigaku,1953,,1,19,1,0,JPN,34.7841538,136.8682001
IAU-012681-1,Nippon Medical School,Nihon Ika Daigaku,1904,,1,2,1,0,JPN,35.7210943,139.7589509
IAU-012682-1,Japan Women'S University,Nihon Joshi Daigaku (JWU),1901,,1,12,1,0,JPN,35.7174773,139.7205335
IAU-012683-1,Japan Women'S College Of Physical Education,Nihon Joshi Taiiku Daigaku (JWCE),1922,,1,2,0,0,JPN,35.6766095,139.5891887
IAU-012684-1,Nippon Veterinary And Life Science University,Nihon Jui Chikusan Daigaku,1881,,1,5,1,0,JPN,35.7010269,139.5478363
IAU-012685-1,Japan University Of Economics,Nihon Keizai Daigaku (JUE),1968,,1,5,0,0,JPN,33.5115057,130.5249813
IAU-012686-1,The Japanese Red Cross Hiroshima College Of Nursing,Nihon Sekijuji Hiroshima Kango Daigaku (JRCHCN),2000,,1,2,0,0,JPN,34.3355092,132.3090612
IAU-012687-1,The Japanese Red Cross College Of Nursing,Nihon Sekijuji Kango Daigaku,1986,,1,2,1,0,JPN,35.6542144,139.7185105
IAU-012688-1,Japanese Red Cross Toyota College Of Nursing,Nihon Sekijuji Toyota Kango Daigaku,2004,,1,2,0,1,JPN,43.814334,-79.120257
IAU-012689-1,Japan College Of Social Work,Nihon Shakaijigyo Daigaku,1946,,1,4,1,0,JPN,35.7664449,139.5072813
IAU-012692-1,Nihon Pharmaceutical University,Nihon Yakka Daigaku (NPU),2004,,1,2,0,0,JPN,35.9897252,139.6164968
IAU-012693-1,Kaichi International University,Kaichi Kokusai Daigaku (NGU),2000,,1,1,0,0,JPN,35.8621749,139.9881286
IAU-012694-1,Niigata University,Niigata Daigaku,1945,,0,27,1,0,JPN,37.8676751,138.9419317
IAU-012695-1,Niigata University Of Health And Welfare,Niigata Iryo Fukushi Daigaku (NUHW),2001,,1,5,1,0,JPN,37.9656172,139.187351
IAU-012696-1,Niigata University Of Management,Niigata Keiei Daigaku,1994,,1,2,0,0,JPN,37.6720695,139.0648498
IAU-012697-1,University Of Niigata Prefecture,Niigata Kenritsu Daigaku,2009,,0,2,0,0,JPN,37.9233855,139.1269993
IAU-012698-1,Niigata College Of Nursing,Niigata Kenritsu Kango Daigaku,2002,,0,1,0,0,JPN,37.1057171,138.2684204
IAU-012699-1,Niigata Institute Of Technology,Niigata Koka Daigaku,1995,,1,5,1,0,JPN,37.3391341,138.5784389
IAU-012700-1,Niigata University Of International And Information Studies,Niigata Kokusai Joho Daigaku,1994,,1,1,0,0,JPN,37.8169571,138.9002741
IAU-012701-1,Niigata University Of Rehabilitation,Niigata Rihabiritesyon Daigakuin Daigaku (NUR),2007,,1,4,0,0,JPN,38.1856612,139.4401746
IAU-012702-1,Niigata Sangyo University,Niigata Sangyo Daigaku (NSU),1988,,1,5,0,0,JPN,37.334673,138.5930519
IAU-012704-1,Niigata University Of Pharmacy And Applied Life Sciences,Niigata Yakka Daigaku (NUPALS),1977,,1,4,1,0,JPN,37.7746863,139.122706
IAU-012705-1,Niimi College,Niimi Koritsu Tanki Daigaku,1980,,0,1,0,1,JPN,34.997505,133.4417655
IAU-012714-1,The University Of Human Environments,Ningen Kankyo Daigaku (UHE),2000,,1,2,1,0,JPN,34.897489,137.264008
IAU-012715-1,University Of Human Arts And Sciences,Ningen Sougou Kagaku Daigaku,2000,,1,3,1,0,JPN,35.9711106,139.6584023
IAU-012720-1,Nippon Bunri University,Nippon Bunri Daigaku (NBU),1967,,1,4,0,0,JPN,33.2327442,131.7235145
IAU-012721-1,Nippon Institute Of Technology,Nippon Kogyo Daigaku,1967,,1,4,1,0,JPN,36.0278653,139.714034
IAU-012722-2,Nippon Dental University,Nippon Shika Daigaku,1907,,1,4,1,0,JPN,35.6987588,139.745291
IAU-012723-1,Nippon Sport Science University,Nittaidai (NSSU),1891,,1,4,1,0,JPN,35.621733,139.6499261
IAU-012725-1,Nishikyushu University,Nishikyushu Daigaku,1968,,1,4,1,0,JPN,33.3297741,130.3482448
IAU-012726-1,Nishinippon Institute Of Technology,Nishinippon Kogyo Daigaku,1967,,1,3,0,1,JPN,33.7531898,130.9735671
IAU-012727-1,Nishogakusha University,Nishogakusha Daigaku,1877,,1,4,1,0,JPN,35.6921242,139.7455989
IAU-012767-1,North Asia University,North Asia Daigaku (NAU),1953,,1,3,0,0,JPN,39.716466,140.1581064
IAU-012880-1,Notre Dame Seishin University,Notoru Damu Seishin Joshi Daigaku (NDSU),1949,,1,5,1,0,JPN,34.6728141,133.9167148
IAU-012946-1,Ohara Graduate School Of Accounting,O-Hara Gakuen (OCB),1957,,1,1,0,1,JPN,35.6991283,139.7567172
IAU-012956-1,Obihiro University Of Agriculture And Veterinary Medicine,Obihiro Chikusan Daigaku,1941,,0,10,1,0,JPN,42.86736,143.1707085
IAU-012957-1,J. F. Oberlin University,Obirin Daigaku,1946,,1,8,1,0,JPN,35.5813653,139.4070932
IAU-012969-1,Ochanomizu University,Ochanomizu Joshi Daigaku,1874,,0,16,1,0,JPN,35.7187329,139.7316833
IAU-013027-1,Thin University,Ohu Daigaku,1972,,1,3,1,0,JPN,43.6609086,-79.3959518
IAU-013028-1,Oita University,Oita Daigaku,1949,,0,14,1,0,JPN,33.1740073,131.6077701
IAU-013029-1,Oita University Of Nursing And Health Sciences,Oita Kenritsu Kango Kagaku Daigaku,1998,,0,5,1,0,JPN,33.1753585,131.543417
IAU-013032-1,Okayama University,Okayama Daigaku,1949,,0,20,1,0,JPN,34.687057,133.9222083
IAU-013034-1,Okayama Prefectural University,Okayama Kenritsu Daigaku,1993,,0,6,1,0,JPN,34.692562,133.7816891
IAU-013035-1,Okayama University Of Science,Okayama Rika Daigaku (OUS),1962,,1,7,1,0,JPN,34.6957113,133.9274467
IAU-013036-1,Okayama Shoka University,Okayama Shoka Daigaku,1955,,1,8,0,0,JPN,34.6826942,133.9008309
IAU-013037-1,Okinawa University,Okinawa Daigaku,1961,,1,5,0,0,JPN,26.2006433,127.6995823
IAU-013038-1,Okinawa Prefectural University Of Arts,Okinawa Kenritsu Geijutsu Daigaku,1986,,0,6,1,0,JPN,26.2188462,127.7194641
IAU-013039-1,Okinawa Prefectural College Of Nursing,Okinawa Kenritsu Kango Daigaku (OPCN),1999,,0,2,1,0,JPN,26.2057457,127.6950135
IAU-013040-1,Okinawa Christian University,Okinawa Kirisutokyo Gakuin Daigaku,2004,,1,3,0,0,JPN,26.2382927,127.7562817
IAU-013041-1,Okinawa International University,Okinawa Kokusai Daigaku (OIU),1972,,1,13,0,0,JPN,26.2629069,127.7532479
IAU-013092-1,Onomichi City University,Onomichi Daigaku,2001,,0,5,0,0,JPN,34.4236116,133.1616996
IAU-013143-1,Butsuryo College Of Osaka,Osaka Butsuryo Daigaku,1933,,1,1,0,1,JPN,34.5376239,135.4626029
IAU-013144-1,Osaka University,Handai (OU),1931,,0,66,1,0,JPN,34.8220139,135.5244676
IAU-013145-1,Osaka Electro-Communications University,Osaka Denkitsushin Daigaku (OECU),1941,,1,8,1,0,JPN,34.7600926,135.6277326
IAU-013146-1,Osaka Prefecture University,Osaka Furitsu Daigaku,1949,,0,19,1,0,JPN,34.546265,135.5044719
IAU-013147-1,Osaka Gakuin University,Osaka Gakuin Daigaku,1962,,1,16,1,0,JPN,34.773426,135.5420747
IAU-013148-1,Osaka University Of Arts,Osaka Geijutsu Daigaku,1964,,1,15,1,0,JPN,34.5114246,135.6311117
IAU-013149-1,Osaka Medical College,Osaka Ika Daigaku,1927,,1,3,1,0,JPN,34.852415,135.6249697
IAU-013150-1,Osaka Jogakuin University,Osaka Jogakuin Daigaku,1968,,1,3,1,0,JPN,34.6758835,135.5274786
IAU-013151-1,Osaka University Of Tourism,Osaka Kanko Daigaku,2000,,1,6,0,0,JPN,34.3928848,135.3395512
IAU-013152-1,Osaka University Of Economics,Osaka Keizai Daigaku,1932,,1,8,1,0,JPN,34.7504296,135.5447552
IAU-013153-1,Osaka University Of Economics And Law,Osaka Keizai Hoka Daigaku (OUEL),1971,,1,2,0,0,JPN,34.641228,135.6462424
IAU-013154-1,Osaka Institute Of Technology,Osaka Kogyo Daigaku (OIT),1922,,1,3,1,0,JPN,34.7306914,135.5437041
IAU-013155-1,Osaka International University,Osaka Kokusai Daigaku,1929,,1,7,1,0,JPN,34.7477944,135.6032633
IAU-013156-1,Osaka University Of Education,Osaka Kyoiku University,1874,,0,2,0,0,JPN,34.8220139,135.5244676
IAU-013157-1,Osaka University Of Human Sciences,Osaka Ningen Kagaku Daigaku,2001,,1,1,0,0,JPN,34.7778144,135.5505854
IAU-013158-1,Osaka Ohtani University,Osaka Ohtani Daigaku,1966,,1,5,1,0,JPN,34.4822196,135.5809525
IAU-013159-1,Osaka College Of Music,Osaka Ongaku Daigaku,1915,,1,6,0,1,JPN,34.7535158,135.4713637
IAU-013160-1,Osaka Sangyo University,Osaka Sangyo Daigaku (OSU),1928,,1,9,1,0,JPN,34.7077904,135.6417533
IAU-013161-1,Osaka Seikei University,Osaka Seikei Daigaku,1933,,1,3,0,0,JPN,34.7584396,135.5387375
IAU-013162-1,Osaka Dental University,Osaka Shika Daigaku (ODU),1911,,1,3,1,0,JPN,34.8407855,135.6696765
IAU-013163-1,Osaka City University,Osaka Shiritsu Daigaku,1949,,0,11,0,0,JPN,34.5922748,135.5046827
IAU-013164-1,Osaka University Of Commerce,Osaka Shogyo Daigaku (OUC),1928,,1,3,1,0,JPN,34.6663007,135.5849038
IAU-013165-2,Osaka Shoin Women'S University,Osaka Shoin Joshi Daigaku,1917,,1,4,0,0,JPN,34.6637321,135.5773913
IAU-013166-1,Osaka University Of Health And Sport Sciences,Osaka Taiiku Daigaku,1965,,1,2,1,0,JPN,34.3806999,135.3590994
IAU-013167-1,Osaka University Of Pharmaceutical Sciences,Osaka Yakka Daigaku,1904,,1,2,1,1,JPN,34.8639792,135.5753724
IAU-013187-1,What Are University,Otani Daigaku,1665,,1,2,1,0,JPN,35.0424623,135.7589846
IAU-013188-1,Otaru University Of Commerce,Otaru Shoka Daigaku,1910,,0,4,1,0,JPN,43.1912035,140.9797682
IAU-013190-1,Otemae University,Otemae Daigaku,1966,,1,4,1,0,JPN,34.7387909,135.3266818
IAU-013191-1,Otemon Gakuin University,Otemon Gakuin Daigaku,1966,,1,11,1,0,JPN,34.8477403,135.5590899
IAU-013195-1,Otsuma Women'S University,Otsuma Joshi Daigaku,1908,,1,6,1,0,JPN,35.6910898,139.743161
IAU-013201-1,Ohkagakuen University,Oukagakuen Daigaku,1998,,1,3,0,0,JPN,35.0597627,136.9753866
IAU-013790-1,Poole Gakuin University,Puru Gakuin Daigaku,1879,,1,6,0,0,JPN,34.4834051,135.5341148
IAU-013895-1,Rakuno Gakuen University,Rakuno Gakuen Daigaku (RGU),1933,,1,4,1,0,JPN,43.0740065,141.5109921
IAU-013958-1,Reitaku University,Reitaku Daigaku,1935,,1,4,1,0,JPN,35.8330964,139.9549897
IAU-014007-2,Rikkyo University,St. Paul's University,1874,,1,24,1,0,JPN,35.7304822,139.7039884
IAU-014011-1,Rissho University,Rissho Daigaku,1872,,1,16,1,0,JPN,35.6207057,139.7234833
IAU-014012-1,Ritsumeikan Asia Pacific University,(APU),2000,,1,4,1,0,JPN,33.3371371,131.4683448
IAU-014013-1,Ritsumeikan University,Ritsumeikan Daigaku,1869,,1,15,1,0,JPN,35.0325561,135.7233044
IAU-014149-1,Japan Lutheran College,Ruteru Gakuin Daigaku (JLC),1963,,1,4,0,0,JPN,35.6883715,139.535475
IAU-014164-1,Ryotokuji University,Ryotokuji Daigaku,2006,,1,4,0,0,JPN,35.6383773,139.9262094
IAU-014166-1,Ryukoku University,Ryukoku Daigaku,1639,,1,9,1,0,JPN,34.9637647,135.7661307
IAU-014167-1,University Of The Ryukyus,Ryukyu Daigaku,1950,,0,13,1,0,JPN,26.2516868,127.7684078
IAU-014168-1,University Of Marketing And Distribution Sciences,Ryutsu Kagaku Daigaku (UDMS),1988,,1,5,1,0,JPN,34.6864505,135.0577442
IAU-014169-1,Ryutsu Keizai University,Ryutsu Keizai Daigaku (RKU),1965,,1,9,1,0,JPN,35.91679,140.1895284
IAU-014186-1,Saga University.,Saga Daigaku,1949,,0,5,1,0,JPN,33.2411834,130.2905618
IAU-014188-1,Sagami Women'S University,Sagami Joshi Daigaku,1900,,1,4,1,0,JPN,35.5332986,139.4277147
IAU-014318-1,Saitama University,Saitama Daigaku (SU),1949,,0,18,1,0,JPN,35.862344,139.6073453
IAU-014319-1,Saitama Gakuen University,Saitama Gakuen Daigaku,2001,,1,6,1,0,JPN,35.8570941,139.7141456
IAU-014320-1,Like Actia Medical University,Saitama Ika Daigaku,1972,,1,3,1,0,JPN,35.862344,139.6073453
IAU-014321-1,Saitama Prefectural University,Saitama Kenritsu Daigaku,1999,,0,5,0,0,JPN,35.9303669,139.757783
IAU-014322-2,Saitama Institute Of Technology,Saitama Kogyo Daigaku (Osato-gun) (SIT),1976,,1,4,1,0,JPN,36.1950965,139.2393858
IAU-014331-1,Sakushin Gakuin University,Sakushin Gakuin Daigaku,1989,,1,4,1,0,JPN,36.5433717,139.9774578
IAU-014420-1,University Of Occupational And Environmental Health,Sangyo Ika Daigaku,1978,,1,4,1,0,JPN,33.8778921,130.7138283
IAU-014421-1,Advanced Institute Of Industrial Technology,Sangyou Gijutsu Daigakuin Daigaku (AIIT),2006,,0,1,0,1,JPN,35.6064532,139.7491461
IAU-014471-1,Sanno Institute Of Management - Sanno University,Sanno Daigaku - Sangyo Noritsu Daigaku,1925,,1,3,0,0,JPN,35.613518,139.661498
IAU-014484-1,Sanyo Gakuen University,Sanyo Gakuen Daigaku,1886,,1,2,0,0,JPN,34.642345,133.943838
IAU-014488-1,Sapporo University,Sapporo Daigaku,1967,,1,5,0,0,JPN,42.9921981,141.3933904
IAU-014489-1,Sapporo Gakuin University,Sapporo Gakuin Daigaku,1946,,1,7,0,0,JPN,43.0664097,141.4945129
IAU-014490-1,Sapporo Medical University,Sapporo Ika Daigaku,1945,,0,4,1,0,JPN,43.055198,141.3321401
IAU-014491-1,Sapporo International University,Sapporo Kokusai Daigaku,1969,,1,5,0,0,JPN,43.0007265,141.4261603
IAU-014492-1,Sapporo City University,Sapporo Shiritsu Daigaku (SCU),1965,,0,3,1,0,JPN,42.9447002,141.3420806
IAU-014606-1,St. Catherine University,Sei Katarina Daigaku,1988,,1,1,0,0,JPN,33.9755581,132.7820966
IAU-014607-1,St. Marianna University School Of Medicine,Sei Marianna Ika Daigaku,1971,,1,3,1,0,JPN,35.5997647,139.5484652
IAU-014609-1,Seian University Of Art And Design,Seian Zokei Daigaku,1993,,1,1,0,1,JPN,35.109093,135.902314
IAU-014610-1,Seibi University,Seibi Daigaku,2010,,1,3,0,0,JPN,35.2840997,135.1281553
IAU-014611-1,Bunri University Of Hospitality,Seibu Bunri Daigaku,1999,,1,3,0,0,JPN,35.8936513,139.4194405
IAU-014612-1,Seigakuin University,Seigakuin Daigaku (SEIG),1988,,1,5,1,0,JPN,35.9385122,139.5960662
IAU-014613-1,Seijo University,Seijo Daigaku,1917,,1,4,1,0,JPN,35.6423064,139.6006472
IAU-014614-1,Seijoh University,Seijoh Daigaku,2002,,1,2,0,0,JPN,35.0332804,136.9010798
IAU-014615-1,Seikei University,Seikei Daigaku,1912,,1,10,1,0,JPN,35.713823,139.5738857
IAU-014617-1,Seinan Gakuin University,Seinan Gakuin Daigaku,1916,,1,8,1,0,JPN,33.5849785,130.354939
IAU-014618-1,Seinan Jo Gakuin University,Seinan Jo Gakuin Daigaku,1922,,1,2,0,0,JPN,33.8830106,130.8502196
IAU-014619-1,Seirei Christopher University,Seirei Kurisutofa Daigaku,1949,,1,3,1,0,JPN,34.7927414,137.6923979
IAU-014620-1,St. Luke'S International University,Seiruka Kokusai Daigaku,1920,,1,3,1,0,JPN,35.6678259,139.7753849
IAU-014621-1,Seisa University,Seisa Daigaku,1985,,1,1,0,0,JPN,43.459728,142.166487
IAU-014622-1,National Graduate Institute For Policy Studies,Seisaku Kenkyu Daigakuin Daigaku (GRIPS),1997,,0,1,1,0,JPN,35.6640667,139.7270857
IAU-014623-1,Seisen Jogakuin University,Seisen Jogakuin Daigaku,1961,,1,3,0,0,JPN,36.686137,138.236277
IAU-014624-1,Seisen University,Seisen Joshi Daigaku,1950,,1,5,1,0,JPN,35.6271214,139.7294418
IAU-014625-1,University Of The Sacred Heart,Universitas Tokiensis a Sacro Corde (USH),1910,,1,2,1,0,JPN,35.6519482,139.7198603
IAU-014626-1,Seitoku University,Seitoku Daigaku,1990,,1,6,1,0,JPN,35.7836969,139.9042417
IAU-014627-1,Seiwa University,Seiwa Daigaku,1880,,1,1,0,1,JPN,35.3765849,139.9595067
IAU-015157-1,Sendai University,Sendai Daigaku,1967,,1,1,0,0,JPN,38.0509188,140.771148
IAU-015158-1,Sendai Shirayuri Women'S College,Sendai Shirayuri Joshi Daigaku,1996,,1,1,0,0,JPN,38.3217498,140.903975
IAU-015160-1,Senri Kinran University,Senri Kinran Daigaku,2003,,1,3,0,0,JPN,34.8261611,135.514651
IAU-015161-1,Senshu University,Senshu Daigaku,1880,,1,12,1,0,JPN,35.6968426,139.7541495
IAU-015163-1,Senzoku Gakuen College Of Music,Senzoku Gakuen Ongaku Daigaku,1967,,1,5,0,1,JPN,35.5950888,139.6146535
IAU-015180-1,Setsunan University,Setsunan Daigaku,1922,,1,7,1,0,JPN,34.7796799,135.6118957
IAU-015320-1,Shibaura Institute Of Technology,Shibaura Kogyo Daigaku (SIT),1927,,1,5,1,0,JPN,35.6605332,139.7948506
IAU-015323-1,Shiga University,Shiga Daigaku,1874,,0,4,1,0,JPN,35.2783713,136.2468081
IAU-015324-1,Shiga University Of Medical Science,Shiga Ika Daigaku,1974,,0,2,1,0,JPN,34.9740054,135.9503421
IAU-015325-1,University Of Shiga Prefecture,Shiga Kenritsu Daigaku,1995,,0,4,1,0,JPN,35.2595247,136.2188729
IAU-015326-1,Shigakkan University,Shigakkan Daigaku (SGK),1905,,1,4,0,0,JPN,35.0310342,136.9718712
IAU-015327-1,Shigakukan University,Shigakukan Daigaku,1907,,1,2,1,0,JPN,31.5591977,130.5432615
IAU-015334-1,Shikoku University,Shikoku Daigaku,1925,,1,5,1,0,JPN,34.1029132,134.5538231
IAU-015335-1,Shikoku Gakuin University,Shikoku Gakuin Daigaku,1949,,1,3,0,0,JPN,34.2260555,133.7829403
IAU-015336-1,Shimane University,Shimane Daigaku,1949,,0,11,1,0,JPN,35.4864094,133.0681197
IAU-015337-1,The University Of Shimane,Shimane Kenritsu Daigaku,2000,,0,4,1,0,JPN,34.8848937,132.0776646
IAU-015339-1,Shimonoseki City University University,Shimonoseki Shiritsu Daigaku,1956,,0,2,0,0,JPN,33.9873761,130.9346413
IAU-015342-1,Shinshu University,Shinshu Daigaku,1949,,0,13,1,0,JPN,36.250076,137.9788675
IAU-015344-1,Shirayuri University,Shirayuri Joshi Daigaku,1898,,1,6,1,0,JPN,35.6680756,139.5809958
IAU-015348-1,Shitennoji University,International Buddhist University,1967,,1,4,1,0,JPN,34.5456323,135.5846815
IAU-015351-1,Shizuoka University Of Arts And Culture,Shizuoka Bunka Geijutsu Daigaku (SUAC),2000,,0,4,0,1,JPN,34.7125654,137.7387677
IAU-015352-1,National University Corporation Shizuoka University,Shizuoka Daigaku,1949,,0,16,1,0,JPN,34.9947025,138.4463899
IAU-015353-1,Shizuoka Eiwa Gakuin University,Shizuoka Eiwa Gakuin Daigaku,2002,,1,3,0,0,JPN,34.9826683,138.4374575
IAU-015354-1,Shizuoka University Of Welfare,Shizuoka Fukushi Daigaku,1992,,1,3,0,0,JPN,34.8299666,138.297508
IAU-015355-1,University Of Shizuoka,Shizuoka Kenritzu Daigaku,1953,,0,7,1,0,JPN,34.9947025,138.4463899
IAU-015356-1,Shizuoka Institute Of Science And Technology,Shizuoka Rikoka Daigaku (SIST),1991,,1,5,0,1,JPN,34.7382501,137.9614074
IAU-015357-1,Shizuoka Sangyo University,Shizuoka Sangyo Daigaku,1994,,1,2,0,0,JPN,34.697751,137.859658
IAU-015359-1,Shobi University,Shobi Gakuen Daigaku,2000,,1,4,0,0,JPN,35.9070054,139.4602988
IAU-015360-1,Shoin University,Shoin Daigaku,2000,,1,3,0,0,JPN,35.44293,139.316314
IAU-015361-1,Shokei University,Shokei Daigaku,1975,,1,3,0,0,JPN,38.1960747,140.829411
IAU-015362-1,Shokei Gakuin University,Shokei Gakuin Daigaku,2003,,1,2,0,0,JPN,38.1960747,140.829411
IAU-015363-1,Shonan Institute Of Technology,Shonan Koka Daigaku,1963,,1,2,1,0,JPN,35.3251453,139.4517812
IAU-015368-1,Showa University,Showa Daigaku,1928,,1,6,1,0,JPN,42.3075862,-71.1311031
IAU-015369-1,Showa Women'S University,Showa Joshi Daigaku (SWU),1920,,1,5,1,0,JPN,35.6438702,139.6760094
IAU-015370-1,Showa University Of Music,Showa Ongaku Daigaku,1984,,1,1,0,1,JPN,35.600838,139.5080291
IAU-015371-1,Showa Pharmaceutical University,Showa Yakka Daigaku (SPU),1930,,1,1,1,0,JPN,35.5534501,139.4705793
IAU-015380-1,Shujitsu University,Shujitsu Daigaku,1979,,1,3,0,0,JPN,34.677333,133.9367757
IAU-015381-1,Shukutoku University,Shukutoku Daigaku,1965,,1,7,1,0,JPN,35.5745267,140.1448528
IAU-015382-1,Shumei University,Shumei Daigaku,1988,,1,4,0,0,JPN,35.7717438,140.0993253
